[11/05/2019 16:11:17]: ===================================SEPARATOR================================================
[11/05/2019 16:11:17]: New instance, passed parameters 
[11/05/2019 16:11:39]: 43674177,0.307286740889441
[11/05/2019 16:11:39]: 1464691125,0.742126435387007
[11/05/2019 16:11:39]: 553545107,0.582203248786835
[11/05/2019 16:11:39]: 1328693602,0.105168734726109
[11/05/2019 16:11:39]: 399430165,0.684752083236702
[11/05/2019 16:11:39]: 539218065,0.454109915743633
[11/05/2019 16:11:39]: 1575073893,0.663474417600536
[11/05/2019 16:11:39]: 2013026085,0.210685420413821
[11/05/2019 16:11:39]: 29502865,0.461222922178555
[11/05/2019 16:11:39]: 1406699380,0.0112199857883248
[11/05/2019 16:11:39]: 732021133,0.192258226774753
[11/05/2019 16:11:39]: 1497873690,0.39285196195955
[11/05/2019 16:11:39]: 410239093,0.396204761413953
[11/05/2019 16:11:39]: 1450061989,0.120744932964791
[11/05/2019 16:11:39]: 527568718,0.396883536780664
[11/05/2019 16:11:39]: 1780991266,0.751353893778917
[11/05/2019 16:11:39]: 311110709,0.354167436414476
[11/05/2019 16:11:39]: 687336694,0.460415234537989
[11/05/2019 16:11:39]: 1040774852,0.972334967913262
[11/05/2019 16:11:39]: 709377109,0.718454192261423
[11/05/2019 16:11:39]: 1745322928,0.569803294059729
[11/05/2019 16:11:39]: 1044737461,0.571782834628496
[11/05/2019 16:11:39]: 354118483,0.0229003969686573
[11/05/2019 16:11:39]: 2130436981,0.476030320150792
[11/05/2019 16:11:39]: 2084647075,0.228307949951062
[11/05/2019 16:11:39]: 1294773562,0.660238085156417
[11/05/2019 16:11:39]: 919754052,0.370133569170783
[11/05/2019 16:11:39]: 281883380,0.828079146718643
[11/05/2019 16:11:39]: 1309503208,0.289197993133775
[11/05/2019 16:11:39]: 1183465291,0.861559765814599
[11/05/2019 16:11:39]: 1947693614,0.4979762404682
[11/05/2019 16:11:39]: 1845763067,0.789115628129391
[11/05/2019 16:11:39]: 1836986282,0.499739084625495
[11/05/2019 16:11:39]: 664082909,0.379283500546256
[11/05/2019 16:11:39]: 737463768,0.476973084023675
[11/05/2019 16:11:39]: 1559152290,0.0414033741883018
[11/05/2019 16:11:39]: 281091574,0.936591252189405
[11/05/2019 16:11:39]: 426255455,0.771070609228253
[11/05/2019 16:11:39]: 1515617584,0.125718956406097
[11/05/2019 16:11:39]: 489524681,0.168132067270638
[11/05/2019 16:11:39]: 867889912,0.199207412637401
[11/05/2019 16:11:39]: 322134341,0.0173603785305099
[11/05/2019 16:11:39]: 1705010990,0.169100600839174
[11/05/2019 16:11:39]: 693766148,0.774738644144842
[11/05/2019 16:11:39]: 478685398,0.491986943172285
[11/05/2019 16:11:39]: 1826714626,0.195450564471749
[11/05/2019 16:11:39]: 904608152,0.468769692102806
[11/05/2019 16:11:39]: 1742658662,0.314753081330449
[11/05/2019 16:11:39]: 1525363836,0.69737816308503
[11/05/2019 16:11:39]: 1538391652,0.665160184104536
[11/05/2019 16:11:39]: 1532578966,0.612778527016183
[11/05/2019 16:11:39]: 284803560,0.493766356955174
[11/05/2019 16:11:39]: 1078618946,0.561522549745404
[11/05/2019 16:11:39]: 1136758917,0.491702603870864
[11/05/2019 16:11:39]: 368600332,0.360191568434328
[11/05/2019 16:11:39]: 262668842,0.48406599344875
[11/05/2019 16:11:39]: 131523280,0.382961903877073
[11/05/2019 16:11:39]: 982295596,0.707758103361241
[11/05/2019 16:11:39]: 747261492,0.842140027714027
[11/05/2019 16:11:39]: 2137085564,0.686312796401937
[11/05/2019 16:11:39]: 379415364,0.534499058283167
[11/05/2019 16:11:39]: 335819717,0.851421384537323
[11/05/2019 16:11:39]: 1345060919,0.530586298336548
[11/05/2019 16:11:39]: 1331788564,0.662123772158345
[11/05/2019 16:11:39]: 268655736,0.883737582659227
[11/05/2019 16:11:39]: 130497688,0.00838627247530328
[11/05/2019 16:11:39]: 879071398,0.562792509124983
[11/05/2019 16:11:39]: 975965546,0.791364206835331
[11/05/2019 16:11:39]: 142991101,0.656239135030768
[11/05/2019 16:11:39]: 1106145830,0.232435063101554
[11/05/2019 16:11:39]: 1373865505,0.831357433847784
[11/05/2019 16:11:39]: 1295138237,0.862713690317568
[11/05/2019 16:11:39]: 793865073,0.366564291234391
[11/05/2019 16:11:39]: 288203611,0.0382790928884778
[11/05/2019 16:11:39]: 24379652,0.103730572901541
[11/05/2019 16:11:39]: 2076149250,0.868162860101165
[11/05/2019 16:11:39]: 1508006284,0.0300566409854482
[11/05/2019 16:11:39]: 1049005254,0.179163636257483
[11/05/2019 16:11:39]: 980112149,0.281200607903861
[11/05/2019 16:11:39]: 1862777905,0.971684788806217
[11/05/2019 16:11:39]: 2021555576,0.867220848736922
[11/05/2019 16:11:39]: 787267565,0.287905322521881
[11/05/2019 16:11:39]: 643007815,0.113928438683007
[11/05/2019 16:11:39]: 160452407,0.498452790779272
[11/05/2019 16:11:39]: 1993922527,0.666052825127753
[11/05/2019 16:11:39]: 1376907852,0.69173161345149
[11/05/2019 16:11:39]: 702336108,0.762722952180879
[11/05/2019 16:11:39]: 99980002,0.345321613059063
[11/05/2019 16:11:39]: 2000173397,0.293664551476792
[11/05/2019 16:11:39]: 1034548427,0.259778508106143
[11/05/2019 16:11:39]: 851221788,0.581883284534273
[11/05/2019 16:11:39]: 1397520321,0.0213720030250829
[11/05/2019 16:11:39]: 1969146404,0.192604861311896
[11/05/2019 16:11:39]: 657486746,0.379292878033264
[11/05/2019 16:11:39]: 159582456,0.275305736472507
[11/05/2019 16:11:39]: 719329544,0.785384812292356
[11/05/2019 16:11:39]: 1693968553,0.543404502581528
[11/05/2019 16:11:39]: 625078568,0.772535131206985
[11/05/2019 16:11:39]: 998058929,0.315190416441853
[11/05/2019 16:11:39]: 1209655727,0.255743793330967
[11/05/2019 16:11:39]: 626738414,0.635752473788221
[11/05/2019 16:11:39]: 235764846,0.345299835011968
[11/05/2019 16:11:39]: 993335504,0.275050719396701
[11/05/2019 16:11:39]: 1162029437,0.939497195621718
[11/05/2019 16:11:39]: 2112049790,0.143159524138625
[11/05/2019 16:11:39]: 532061229,0.162735733745031
[11/05/2019 16:11:39]: 1716808927,0.607645049508496
[11/05/2019 16:11:39]: 1235455406,0.35947688778838
[11/05/2019 16:11:39]: 464822270,0.345228024919158
[11/05/2019 16:11:39]: 796609215,0.106818985709371
[11/05/2019 16:11:39]: 1734656360,0.695423596396774
[11/05/2019 16:11:39]: 910836761,0.653186794674577
[11/05/2019 16:11:39]: 711008006,0.855787870872667
[11/05/2019 16:11:39]: 1938997422,0.783646233744755
[11/05/2019 16:11:39]: 1012856499,0.274021685251045
[11/05/2019 16:11:39]: 1890997235,0.616212902877579
[11/05/2019 16:11:39]: 1568467742,0.226005359192381
[11/05/2019 16:11:39]: 2078615331,0.760628559980834
[11/05/2019 16:11:39]: 1013819992,0.305471277006656
[11/05/2019 16:11:39]: 1200044170,0.641904530414336
[11/05/2019 16:11:39]: 1399070000,0.366668929050988
[11/05/2019 16:11:39]: 849959110,0.931151847788669
[11/05/2019 16:11:39]: 59153338,0.172228187868478
[11/05/2019 16:11:39]: 2117275761,0.181170527907633
[11/05/2019 16:11:39]: 2078980524,0.931598002990521
[11/05/2019 16:11:39]: 1194184291,0.119529380984385
[11/05/2019 16:11:39]: 2027740697,0.456470857586931
[11/05/2019 16:11:39]: 962032901,0.596424220407579
[11/05/2019 16:11:39]: 454431280,0.456599767066818
[11/05/2019 16:11:39]: 30517743,0.60677001886385
[11/05/2019 16:11:39]: 799153147,0.757465890030128
[11/05/2019 16:11:39]: 1004698365,0.709478139276373
[11/05/2019 16:11:39]: 563919149,0.631547414060471
[11/05/2019 16:11:39]: 928488232,0.573446096188131
[11/05/2019 16:11:39]: 1373776123,0.814675195056328
[11/05/2019 16:11:39]: 1905634393,0.910978459711642
[11/05/2019 16:11:39]: 1688811015,0.729045542296509
[11/05/2019 16:11:39]: 977805672,0.441093384959313
[11/05/2019 16:11:39]: 643451691,0.492989571063309
[11/05/2019 16:11:39]: 1343554622,0.158860715645766
[11/05/2019 16:11:39]: 1867998344,0.721745508127727
[11/05/2019 16:11:39]: 1751370595,0.540050058411458
[11/05/2019 16:11:39]: 1541756444,0.761034826171135
[11/05/2019 16:11:39]: 1443050082,0.273903850593559
[11/05/2019 16:11:39]: 1670793559,0.371506470894211
[11/05/2019 16:11:39]: 1179006114,0.0154969557260615
[11/05/2019 16:11:39]: 625476829,0.952044094424715
[11/05/2019 16:11:39]: 579326335,0.894026847506886
[11/05/2019 16:11:39]: 1930200811,0.686314914229473
[11/05/2019 16:11:39]: 1435714217,0.395998005473985
[11/05/2019 16:11:39]: 1588852632,0.412487260723713
[11/05/2019 16:11:39]: 1162768270,0.153425552488037
[11/05/2019 16:11:39]: 94957084,0.645106934777045
[11/05/2019 16:11:39]: 715360023,0.2151948014345
[11/05/2019 16:11:39]: 2458030,0.00688809436135371
[11/05/2019 16:11:39]: 637359569,0.718621483872934
[11/05/2019 16:11:39]: 1784469558,0.855350215851958
[11/05/2019 16:11:39]: 1582513996,0.650389175233612
[11/05/2019 16:11:39]: 2022758664,0.927799075808282
[11/05/2019 16:11:39]: 2129319905,0.50156049081197
[11/05/2019 16:11:39]: 2060671309,0.158457174970981
[11/05/2019 16:11:39]: 1708156202,0.268207887312494
[11/05/2019 16:11:39]: 570495545,0.871883209269439
[11/05/2019 16:11:39]: 1330834516,0.834369817205877
[11/05/2019 16:11:39]: 986287045,0.561299400665471
[11/05/2019 16:11:39]: 1164523667,0.613315628661455
[11/05/2019 16:11:39]: 1770456472,0.229643369666135
[11/05/2019 16:11:39]: 899781804,0.457367253237109
[11/05/2019 16:11:39]: 387168406,0.662119933712352
[11/05/2019 16:11:39]: 1064791585,0.0728293559853124
[11/05/2019 16:11:39]: 918949821,0.456777757712071
[11/05/2019 16:11:39]: 585746010,0.771135785510361
[11/05/2019 16:11:39]: Found new solution with score -255283976.346842
[11/05/2019 16:11:39]: Found new solution with score -255233148.147894
[11/05/2019 16:11:39]: Found new solution with score -254808718.376542
[11/05/2019 16:11:39]: Found new solution with score -254412672.734635
[11/05/2019 16:11:39]: Found new solution with score -253935024.449163
[11/05/2019 16:11:39]: Found new solution with score -253394489.997701
[11/05/2019 16:11:39]: Found new solution with score -252914633.623157
[11/05/2019 16:11:39]: Found new solution with score -252885595.644459
[11/05/2019 16:11:39]: Found new solution with score -252033872.676462
[11/05/2019 16:11:40]: Found new solution with score -251890752.723245
[11/05/2019 16:11:40]: Found new solution with score -251668841.439108
[11/05/2019 16:11:40]: Found new solution with score -250603689.117624
[11/05/2019 16:11:40]: Found new solution with score -250170421.396385
[11/05/2019 16:11:40]: Found new solution with score -249774077.726864
[11/05/2019 16:11:40]: Found new solution with score -249282593.783496
[11/05/2019 16:11:40]: Found new solution with score -249199152.353933
[11/05/2019 16:11:40]: Found new solution with score -249108696.815901
[11/05/2019 16:11:40]: Found new solution with score -248944892.74879
[11/05/2019 16:11:40]: Found new solution with score -248551160.025213
[11/05/2019 16:11:40]: Found new solution with score -248457613.794565
[11/05/2019 16:11:40]: Found new solution with score -247943759.21164
[11/05/2019 16:11:40]: Found new solution with score -247271849.11949
[11/05/2019 16:11:40]: Found new solution with score -246763811.406924
[11/05/2019 16:11:40]: Found new solution with score -246021779.089022
[11/05/2019 16:11:40]: Found new solution with score -245603654.687653
[11/05/2019 16:11:40]: Found new solution with score -245459645.067912
[11/05/2019 16:11:41]: Found new solution with score -245091393.894104
[11/05/2019 16:11:41]: Found new solution with score -244987510.846949
[11/05/2019 16:11:41]: Found new solution with score -244837490.838267
[11/05/2019 16:11:41]: Found new solution with score -244702798.360962
[11/05/2019 16:11:41]: Found new solution with score -244266483.037852
[11/05/2019 16:11:41]: Found new solution with score -243586147.220404
[11/05/2019 16:11:41]: Found new solution with score -243110284.96089
[11/05/2019 16:11:41]: Found new solution with score -243106798.724575
[11/05/2019 16:11:41]: Found new solution with score -243028769.423605
[11/05/2019 16:11:41]: Found new solution with score -242872223.716131
[11/05/2019 16:11:41]: Found new solution with score -242560228.70653
[11/05/2019 16:11:41]: Found new solution with score -242451450.642443
[11/05/2019 16:11:41]: Found new solution with score -242307226.026171
[11/05/2019 16:11:41]: Found new solution with score -241137186.362129
[11/05/2019 16:11:42]: Found new solution with score -240961000.614742
[11/05/2019 16:11:42]: Found new solution with score -240878355.976148
[11/05/2019 16:11:42]: Found new solution with score -240720185.032931
[11/05/2019 16:11:42]: Found new solution with score -240019227.273879
[11/05/2019 16:11:42]: Found new solution with score -239717490.049473
[11/05/2019 16:11:42]: Found new solution with score -239534968.475948
[11/05/2019 16:11:42]: Found new solution with score -239516312.055945
[11/05/2019 16:11:42]: Found new solution with score -239081673.786746
[11/05/2019 16:11:42]: Found new solution with score -238603664.905146
[11/05/2019 16:11:42]: Found new solution with score -238395997.043567
[11/05/2019 16:11:42]: Found new solution with score -238182657.917597
[11/05/2019 16:11:42]: Found new solution with score -238113546.079086
[11/05/2019 16:11:42]: Found new solution with score -237569887.296923
[11/05/2019 16:11:42]: Found new solution with score -237342318.674278
[11/05/2019 16:11:42]: Found new solution with score -237099907.243668
[11/05/2019 16:11:42]: Found new solution with score -236908136.769453
[11/05/2019 16:11:43]: Found new solution with score -236419137.020154
[11/05/2019 16:11:43]: Found new solution with score -236027515.297161
[11/05/2019 16:11:43]: Found new solution with score -235927462.067853
[11/05/2019 16:11:43]: Found new solution with score -235379014.909623
[11/05/2019 16:11:43]: Found new solution with score -235136469.581865
[11/05/2019 16:11:43]: Found new solution with score -234817433.553404
[11/05/2019 16:11:43]: Found new solution with score -234241843.178807
[11/05/2019 16:11:43]: Found new solution with score -233880924.422185
[11/05/2019 16:11:43]: Found new solution with score -233845172.110922
[11/05/2019 16:11:43]: Found new solution with score -233750615.030472
[11/05/2019 16:11:43]: Found new solution with score -233403288.480779
[11/05/2019 16:11:43]: Found new solution with score -232744029.574775
[11/05/2019 16:11:44]: Found new solution with score -232700764.079822
[11/05/2019 16:11:44]: Found new solution with score -231654762.133704
[11/05/2019 16:11:44]: Found new solution with score -231468527.236795
[11/05/2019 16:11:44]: Found new solution with score -231187953.765736
[11/05/2019 16:11:44]: Found new solution with score -231165696.987667
[11/05/2019 16:11:44]: Found new solution with score -230941174.116759
[11/05/2019 16:11:44]: Found new solution with score -230302948.501362
[11/05/2019 16:11:44]: Found new solution with score -229962102.974406
[11/05/2019 16:11:45]: Found new solution with score -229881690.145677
[11/05/2019 16:11:45]: Found new solution with score -229633273.23095
[11/05/2019 16:11:45]: Found new solution with score -229367080.769626
[11/05/2019 16:11:45]: Found new solution with score -228655183.90532
[11/05/2019 16:11:45]: Found new solution with score -228592486.152139
[11/05/2019 16:11:45]: Found new solution with score -228083050.692426
[11/05/2019 16:11:45]: Found new solution with score -228000059.075418
[11/05/2019 16:11:46]: Found new solution with score -227401447.457098
[11/05/2019 16:11:46]: Found new solution with score -226306928.395699
[11/05/2019 16:11:47]: Found new solution with score -226102776.648925
[11/05/2019 16:11:47]: Found new solution with score -225715447.093051
[11/05/2019 16:11:47]: Found new solution with score -224996021.857865
[11/05/2019 16:11:48]: Found new solution with score -224846125.486313
[11/05/2019 16:11:48]: Found new solution with score -224501930.00193
[11/05/2019 16:11:49]: Found new solution with score -224206508.422677
[11/05/2019 16:11:49]: Found new solution with score -223860442.883809
[11/05/2019 16:11:49]: Found new solution with score -223104076.415611
[11/05/2019 16:11:49]: Found new solution with score -222383063.346632
[11/05/2019 16:11:49]: Found new solution with score -222101883.949658
[11/05/2019 16:11:51]: Found new solution with score -221696624.340559
[11/05/2019 16:11:51]: Found new solution with score -221691509.308199
[11/05/2019 16:11:51]: Found new solution with score -221590401.335744
[11/05/2019 16:11:51]: Found new solution with score -221559196.448378
[11/05/2019 16:11:51]: Found new solution with score -221545808.45215
[11/05/2019 16:11:51]: Found new solution with score -221432959.744498
[11/05/2019 16:11:51]: Found new solution with score -220419102.701271
[11/05/2019 16:11:51]: Found new solution with score -220314058.254995
[11/05/2019 16:11:51]: Found new solution with score -220269040.25529
[11/05/2019 16:11:51]: Found new solution with score -219808982.738845
[11/05/2019 16:11:51]: Found new solution with score -219522862.70239
[11/05/2019 16:11:51]: Found new solution with score -218857535.253578
[11/05/2019 16:11:52]: Found new solution with score -218139806.100188
[11/05/2019 16:11:55]: Found new solution with score -217774917.250866
[11/05/2019 16:11:55]: Found new solution with score -217468237.485151
[11/05/2019 16:11:55]: Found new solution with score -217444942.029596
[11/05/2019 16:11:55]: Found new solution with score -216986055.355726
[11/05/2019 16:11:55]: Found new solution with score -216932706.643794
[11/05/2019 16:11:55]: Found new solution with score -216728470.80534
[11/05/2019 16:11:55]: Found new solution with score -216545714.580404
[11/05/2019 16:11:55]: Found new solution with score -216082079.091525
[11/05/2019 16:11:55]: Found new solution with score -215961404.099154
[11/05/2019 16:11:55]: Found new solution with score -215774846.092562
[11/05/2019 16:11:55]: Found new solution with score -215746453.412137
[11/05/2019 16:11:55]: Found new solution with score -215315168.818274
[11/05/2019 16:11:55]: Found new solution with score -215161882.725542
[11/05/2019 16:11:55]: Found new solution with score -215026044.125104
[11/05/2019 16:11:55]: Found new solution with score -214797849.122331
[11/05/2019 16:11:55]: Found new solution with score -214765342.640303
[11/05/2019 16:11:56]: Found new solution with score -214462665.32972
[11/05/2019 16:11:56]: Found new solution with score -214416090.573718
[11/05/2019 16:11:56]: Found new solution with score -214171232.615279
[11/05/2019 16:11:57]: Found new solution with score -214118354.653858
[11/05/2019 16:11:57]: Found new solution with score -214027056.897854
[11/05/2019 16:11:57]: Found new solution with score -213995328.785605
[11/05/2019 16:11:57]: Found new solution with score -213489097.174629
[11/05/2019 16:11:57]: Found new solution with score -213278616.028419
[11/05/2019 16:11:57]: Found new solution with score -213198785.174983
[11/05/2019 16:11:57]: Found new solution with score -213184395.611337
[11/05/2019 16:11:57]: Found new solution with score -212693816.25305
[11/05/2019 16:11:57]: Found new solution with score -212408426.826185
[11/05/2019 16:11:57]: Found new solution with score -212384259.522267
[11/05/2019 16:11:58]: Found new solution with score -212051647.531563
[11/05/2019 16:11:58]: Found new solution with score -211532184.407836
[11/05/2019 16:11:58]: Found new solution with score -211487014.670996
[11/05/2019 16:11:58]: Found new solution with score -211310261.500133
[11/05/2019 16:11:58]: Found new solution with score -211183717.329015
[11/05/2019 16:11:58]: Found new solution with score -210578166.544761
[11/05/2019 16:11:59]: Found new solution with score -210342727.168728
[11/05/2019 16:11:59]: Found new solution with score -209992474.134551
[11/05/2019 16:11:59]: Found new solution with score -209800386.192642
[11/05/2019 16:11:59]: Found new solution with score -209447608.476418
[11/05/2019 16:11:59]: Found new solution with score -209396344.01569
[11/05/2019 16:11:59]: Found new solution with score -209279682.61254
[11/05/2019 16:11:59]: Found new solution with score -209171239.94306
[11/05/2019 16:11:59]: Found new solution with score -209020206.329315
[11/05/2019 16:11:59]: Found new solution with score -208839868.192358
[11/05/2019 16:12:00]: Found new solution with score -208522804.387496
[11/05/2019 16:12:00]: Found new solution with score -208345100.083562
[11/05/2019 16:12:00]: Found new solution with score -207956112.794332
[11/05/2019 16:12:01]: Found new solution with score -207783565.612946
[11/05/2019 16:12:01]: Found new solution with score -207326346.89841
[11/05/2019 16:12:01]: Found new solution with score -207276533.950454
[11/05/2019 16:12:01]: Found new solution with score -206828044.735249
[11/05/2019 16:12:01]: Found new solution with score -206642354.116994
[11/05/2019 16:12:01]: Found new solution with score -206568016.289575
[11/05/2019 16:12:01]: Found new solution with score -206440000.892892
[11/05/2019 16:12:01]: Found new solution with score -206321197.741583
[11/05/2019 16:12:01]: Found new solution with score -205311501.8499
[11/05/2019 16:12:04]: Found new solution with score -205174953.669651
[11/05/2019 16:12:06]: Found new solution with score -204492227.293466
[11/05/2019 16:12:06]: Found new solution with score -204203119.278482
[11/05/2019 16:12:06]: Found new solution with score -203858078.736239
[11/05/2019 16:12:06]: Found new solution with score -203203921.820302
[11/05/2019 16:12:07]: Found new solution with score -202968132.9942
[11/05/2019 16:12:07]: Found new solution with score -202603172.309617
[11/05/2019 16:12:07]: Found new solution with score -202531136.91141
[11/05/2019 16:12:07]: Found new solution with score -202488517.447957
[11/05/2019 16:12:07]: Found new solution with score -202323614.104573
[11/05/2019 16:12:07]: Found new solution with score -201954662.157431
[11/05/2019 16:12:09]: Found new solution with score -201693302.96281
[11/05/2019 16:12:09]: Found new solution with score -201580082.247528
[11/05/2019 16:12:09]: Found new solution with score -201572013.857609
[11/05/2019 16:12:09]: Found new solution with score -201325691.595448
[11/05/2019 16:12:09]: Found new solution with score -200782556.448306
[11/05/2019 16:12:09]: Found new solution with score -200766433.049053
[11/05/2019 16:12:09]: Found new solution with score -200690214.219725
[11/05/2019 16:12:09]: Found new solution with score -200449138.827853
[11/05/2019 16:12:10]: Found new solution with score -200108428.081039
[11/05/2019 16:12:10]: Found new solution with score -199895184.563812
[11/05/2019 16:12:10]: Found new solution with score -199247786.336331
[11/05/2019 16:12:10]: Found new solution with score -199044327.483695
[11/05/2019 16:12:12]: Found new solution with score -198937298.041697
[11/05/2019 16:12:13]: Found new solution with score -198858695.28876
[11/05/2019 16:12:40]: Found new solution with score -198849653.77914
[11/05/2019 16:12:40]: Found new solution with score -198750946.094707
[11/05/2019 16:12:40]: Found new solution with score -198667679.146705
[11/05/2019 16:12:40]: Found new solution with score -198469682.229947
[11/05/2019 16:12:40]: Found new solution with score -198326458.544141
[11/05/2019 16:12:40]: Found new solution with score -198301121.424011
[11/05/2019 16:12:40]: Found new solution with score -197882167.252651
[11/05/2019 16:13:40]: Found new solution with score -197845691.216222
[11/05/2019 16:13:40]: Found new solution with score -197595426.54919
[11/05/2019 16:13:40]: Found new solution with score -197494856.281834
[11/05/2019 16:13:40]: Found new solution with score -197211199.126985
[11/05/2019 16:13:40]: Found new solution with score -197015119.679213
[11/05/2019 16:13:40]: Found new solution with score -196491402.114024
[11/05/2019 16:13:40]: Found new solution with score -196391559.812488
[11/05/2019 16:13:40]: Found new solution with score -196277063.196359
[11/05/2019 16:13:40]: Found new solution with score -196167853.554739
[11/05/2019 16:13:40]: Found new solution with score -196044286.248009
[11/05/2019 16:13:40]: Found new solution with score -195956219.47228
[11/05/2019 16:13:45]: Found new solution with score -195589767.836908
[11/05/2019 16:13:46]: Found new solution with score -195178470.840032
[11/05/2019 16:13:46]: Found new solution with score -195131433.442232
[11/05/2019 16:13:46]: Found new solution with score -195019368.981833
[11/05/2019 16:13:46]: Found new solution with score -194625681.656119
[11/05/2019 16:13:47]: Found new solution with score -194367884.154024
[11/05/2019 16:13:48]: Found new solution with score -193539850.330326
[11/05/2019 16:13:48]: Found new solution with score -192982206.307676
[11/05/2019 16:13:48]: Found new solution with score -192569745.081247
[11/05/2019 16:13:48]: Found new solution with score -192340525.522578
[11/05/2019 16:13:48]: Found new solution with score -192112507.62842
[11/05/2019 16:13:48]: Found new solution with score -191829117.878094
[11/05/2019 16:13:48]: Found new solution with score -191687652.496917
[11/05/2019 16:13:49]: Found new solution with score -191621165.873835
[11/05/2019 16:15:10]: ==============Heavens csv===================
[11/05/2019 16:15:10]: 0,-256622344.216204
[11/05/2019 16:15:10]: 0,-255283976.346842
[11/05/2019 16:15:10]: 3,-255233148.147894
[11/05/2019 16:15:10]: 4,-254808718.376542
[11/05/2019 16:15:10]: 5,-254412672.734635
[11/05/2019 16:15:10]: 6,-253935024.449163
[11/05/2019 16:15:10]: 10,-253394489.997701
[11/05/2019 16:15:10]: 21,-252914633.623157
[11/05/2019 16:15:10]: 22,-252885595.644459
[11/05/2019 16:15:10]: 25,-252033872.676462
[11/05/2019 16:15:10]: 28,-251890752.723245
[11/05/2019 16:15:10]: 30,-251668841.439108
[11/05/2019 16:15:10]: 31,-250603689.117624
[11/05/2019 16:15:10]: 32,-250170421.396385
[11/05/2019 16:15:10]: 36,-249774077.726864
[11/05/2019 16:15:10]: 37,-249282593.783496
[11/05/2019 16:15:10]: 38,-249199152.353933
[11/05/2019 16:15:10]: 39,-249108696.815901
[11/05/2019 16:15:10]: 40,-248944892.74879
[11/05/2019 16:15:10]: 41,-248551160.025213
[11/05/2019 16:15:10]: 43,-248457613.794565
[11/05/2019 16:15:10]: 45,-247943759.21164
[11/05/2019 16:15:10]: 49,-247271849.11949
[11/05/2019 16:15:10]: 52,-246763811.406924
[11/05/2019 16:15:10]: 57,-246021779.089022
[11/05/2019 16:15:10]: 78,-245603654.687653
[11/05/2019 16:15:10]: 79,-245459645.067912
[11/05/2019 16:15:10]: 80,-245091393.894104
[11/05/2019 16:15:10]: 83,-244987510.846949
[11/05/2019 16:15:10]: 93,-244837490.838267
[11/05/2019 16:15:10]: 94,-244702798.360962
[11/05/2019 16:15:10]: 98,-244266483.037852
[11/05/2019 16:15:10]: 100,-243586147.220404
[11/05/2019 16:15:10]: 104,-243110284.96089
[11/05/2019 16:15:10]: 111,-243106798.724575
[11/05/2019 16:15:10]: 112,-243028769.423605
[11/05/2019 16:15:10]: 115,-242872223.716131
[11/05/2019 16:15:10]: 117,-242560228.70653
[11/05/2019 16:15:10]: 118,-242451450.642443
[11/05/2019 16:15:10]: 121,-242307226.026171
[11/05/2019 16:15:10]: 122,-241137186.362129
[11/05/2019 16:15:10]: 140,-240961000.614742
[11/05/2019 16:15:10]: 142,-240878355.976148
[11/05/2019 16:15:10]: 144,-240720185.032931
[11/05/2019 16:15:10]: 148,-240019227.273879
[11/05/2019 16:15:10]: 162,-239717490.049473
[11/05/2019 16:15:10]: 166,-239534968.475948
[11/05/2019 16:15:10]: 167,-239516312.055945
[11/05/2019 16:15:10]: 171,-239081673.786746
[11/05/2019 16:15:10]: 174,-238603664.905146
[11/05/2019 16:15:10]: 175,-238395997.043567
[11/05/2019 16:15:10]: 177,-238182657.917597
[11/05/2019 16:15:10]: 178,-238113546.079086
[11/05/2019 16:15:10]: 180,-237569887.296923
[11/05/2019 16:15:10]: 182,-237342318.674278
[11/05/2019 16:15:10]: 183,-237099907.243668
[11/05/2019 16:15:10]: 188,-236908136.769453
[11/05/2019 16:15:10]: 191,-236419137.020154
[11/05/2019 16:15:10]: 195,-236027515.297161
[11/05/2019 16:15:10]: 199,-235927462.067853
[11/05/2019 16:15:10]: 208,-235379014.909623
[11/05/2019 16:15:10]: 210,-235136469.581865
[11/05/2019 16:15:10]: 211,-234817433.553404
[11/05/2019 16:15:10]: 212,-234241843.178807
[11/05/2019 16:15:10]: 216,-233880924.422185
[11/05/2019 16:15:10]: 219,-233845172.110922
[11/05/2019 16:15:10]: 228,-233750615.030472
[11/05/2019 16:15:10]: 232,-233403288.480779
[11/05/2019 16:15:10]: 238,-232744029.574775
[11/05/2019 16:15:10]: 244,-232700764.079822
[11/05/2019 16:15:10]: 245,-231654762.133704
[11/05/2019 16:15:10]: 246,-231468527.236795
[11/05/2019 16:15:10]: 247,-231187953.765736
[11/05/2019 16:15:10]: 269,-231165696.987667
[11/05/2019 16:15:10]: 283,-230941174.116759
[11/05/2019 16:15:10]: 284,-230302948.501362
[11/05/2019 16:15:10]: 290,-229962102.974406
[11/05/2019 16:15:10]: 294,-229881690.145677
[11/05/2019 16:15:10]: 298,-229633273.23095
[11/05/2019 16:15:10]: 299,-229367080.769626
[11/05/2019 16:15:10]: 300,-228655183.90532
[11/05/2019 16:15:10]: 308,-228592486.152139
[11/05/2019 16:15:10]: 313,-228083050.692426
[11/05/2019 16:15:10]: 315,-228000059.075418
[11/05/2019 16:15:10]: 335,-227401447.457098
[11/05/2019 16:15:10]: 339,-226306928.395699
[11/05/2019 16:15:10]: 369,-226102776.648925
[11/05/2019 16:15:10]: 370,-225715447.093051
[11/05/2019 16:15:10]: 379,-224996021.857865
[11/05/2019 16:15:10]: 394,-224846125.486313
[11/05/2019 16:15:10]: 408,-224501930.00193
